city,forecast_date,latitude,longitude,temperature_max,temperature_min,precipitation_sum,wind_speed_10m_max
Casablanca,2026-09-14,33.5992,-7.62,32.3,23.3,0.0,10.3
Casablanca,2026-09-15,33.5992,-7.62,28.0,21.7,0.0,11.9
Casablanca,2026-09-16,33.5992,-7.62,25.6,20.9,0.0,14.6
Casablanca,2026-09-17,33.5992,-7.62,25.6,19.7,0.0,12.5
Casablanca,2026-09-18,33.5992,-7.62,25.4,18.2,0.0,14.8
Casablanca,2026-09-19,33.5992,-7.62,28.6,19.8,0.0,13.1
Casablanca,2026-09-20,33.5992,-7.62,31.7,21.1,0.0,13.3
Tangier,2026-09-14,35.7767,-5.8039,29.3,22.3,0.0,26.1
Tangier,2026-09-15,35.7767,-5.8039,30.1,20.7,0.0,16.1
Tangier,2026-09-16,35.7767,-5.8039,26.9,18.2,0.0,21.3
Tangier,2026-09-17,35.7767,-5.8039,26.2,18.8,0.0,15.0
Tangier,2026-09-18,35.7767,-5.8039,28.2,18.7,0.0,21.4
Tangier,2026-09-19,35.7767,-5.8039,27.3,21.7,0.0,34.2
Tangier,2026-09-20,35.7767,-5.8039,26.9,22.9,0.0,35.1
Fès,2026-09-14,34.0433,-5.0033,38.1,23.5,0.0,10.8
Fès,2026-09-15,34.0433,-5.0033,35.2,23.9,0.0,15.1
Fès,2026-09-16,34.0433,-5.0033,31.3,20.5,0.0,16.8
Fès,2026-09-17,34.0433,-5.0033,27.7,18.7,0.0,12.2
Fès,2026-09-18,34.0433,-5.0033,32.0,18.0,0.0,9.7
Fès,2026-09-19,34.0433,-5.0033,37.4,21.2,0.0,9.8
Fès,2026-09-20,34.0433,-5.0033,38.9,23.5,0.0,17.2
Marrakech,2026-09-14,31.6295,-7.9811,39.8,23.2,0.0,10.9
Marrakech,2026-09-15,31.6295,-7.9811,38.4,24.4,0.0,14.8
Marrakech,2026-09-16,31.6295,-7.9811,34.6,20.3,0.0,13.3
Marrakech,2026-09-17,31.6295,-7.9811,30.3,18.3,0.0,8.8
Marrakech,2026-09-18,31.6295,-7.9811,31.7,18.2,0.0,7.9
Marrakech,2026-09-19,31.6295,-7.9811,35.7,19.6,0.3,12.9
Marrakech,2026-09-20,31.6295,-7.9811,37.9,20.3,0.0,11.3
Sale,2026-09-14,34.05,-6.8167,33.5,22.8,0.0,11.1
Sale,2026-09-15,34.05,-6.8167,27.6,21.5,0.0,13.7
Sale,2026-09-16,34.05,-6.8167,25.8,20.8,0.0,15.5
Sale,2026-09-17,34.05,-6.8167,25.9,18.8,0.0,12.0
Sale,2026-09-18,34.05,-6.8167,26.2,17.4,0.0,15.3
Sale,2026-09-19,34.05,-6.8167,27.4,17.6,0.0,12.3
Sale,2026-09-20,34.05,-6.8167,30.8,21.3,0.0,13.7
Meknès,2026-09-14,33.8833,-5.55,37.3,23.1,0.0,16.1
Meknès,2026-09-15,33.8833,-5.55,34.2,21.3,0.0,16.1
Meknès,2026-09-16,33.8833,-5.55,30.3,18.6,0.0,16.8
Meknès,2026-09-17,33.8833,-5.55,26.3,17.4,0.0,12.8
Meknès,2026-09-18,33.8833,-5.55,30.2,15.6,0.0,11.9
Meknès,2026-09-19,33.8833,-5.55,34.9,19.0,0.6,7.8
Meknès,2026-09-20,33.8833,-5.55,37.3,22.0,0.0,15.5
Rabat,2026-09-14,34.0211,-6.8414,33.5,22.9,0.0,11.1
Rabat,2026-09-15,34.0211,-6.8414,27.6,21.6,0.0,13.7
Rabat,2026-09-16,34.0211,-6.8414,25.8,20.9,0.0,15.5
Rabat,2026-09-17,34.0211,-6.8414,26.0,18.9,0.0,12.0
Rabat,2026-09-18,34.0211,-6.8414,26.2,17.5,0.0,15.3
Rabat,2026-09-19,34.0211,-6.8414,27.4,17.6,0.0,12.3
Rabat,2026-09-20,34.0211,-6.8414,30.9,21.4,0.0,13.7
Agadir,2026-09-14,30.4214,-9.5831,39.3,28.6,0.0,17.3
Agadir,2026-09-15,30.4214,-9.5831,34.2,26.5,0.2,10.5
Agadir,2026-09-16,30.4214,-9.5831,36.5,23.6,0.0,16.3
Agadir,2026-09-17,30.4214,-9.5831,28.0,20.3,0.0,13.8
Agadir,2026-09-18,30.4214,-9.5831,26.3,19.7,0.0,13.5
Agadir,2026-09-19,30.4214,-9.5831,37.7,20.2,0.0,16.3
Agadir,2026-09-20,30.4214,-9.5831,40.1,25.2,0.0,16.9
Kenitra,2026-09-14,34.25,-6.5833,35.0,22.5,0.0,11.9
Kenitra,2026-09-15,34.25,-6.5833,28.6,21.1,0.0,13.9
Kenitra,2026-09-16,34.25,-6.5833,26.5,20.7,0.0,16.5
Kenitra,2026-09-17,34.25,-6.5833,26.5,18.3,0.0,12.3
Kenitra,2026-09-18,34.25,-6.5833,28.2,17.2,0.0,15.5
Kenitra,2026-09-19,34.25,-6.5833,29.1,17.0,0.0,13.7
Kenitra,2026-09-20,34.25,-6.5833,33.7,19.9,0.0,16.1
Oujda-Angad,2026-09-14,34.6867,-1.9114,30.0,17.5,0.0,17.1
Oujda-Angad,2026-09-15,34.6867,-1.9114,30.5,15.9,0.0,17.1
Oujda-Angad,2026-09-16,34.6867,-1.9114,32.1,14.9,0.0,19.2
Oujda-Angad,2026-09-17,34.6867,-1.9114,28.0,16.8,0.0,16.7
Oujda-Angad,2026-09-18,34.6867,-1.9114,27.0,16.3,0.0,19.3
Oujda-Angad,2026-09-19,34.6867,-1.9114,31.5,17.4,0.0,18.8
Oujda-Angad,2026-09-20,34.6867,-1.9114,31.5,19.2,0.0,20.9
Tétouan,2026-09-14,35.5667,-5.3667,26.9,22.1,0.0,18.1
Tétouan,2026-09-15,35.5667,-5.3667,28.2,20.1,0.0,13.0
Tétouan,2026-09-16,35.5667,-5.3667,33.7,18.3,0.0,25.3
Tétouan,2026-09-17,35.5667,-5.3667,27.9,17.5,0.0,11.3
Tétouan,2026-09-18,35.5667,-5.3667,26.4,17.2,0.0,20.3
Tétouan,2026-09-19,35.5667,-5.3667,27.1,21.7,0.0,27.8
Tétouan,2026-09-20,35.5667,-5.3667,26.7,22.9,0.0,26.5
Safi,2026-09-14,32.2833,-9.2333,34.1,24.7,0.0,17.6
Safi,2026-09-15,32.2833,-9.2333,33.1,23.1,0.0,25.1
Safi,2026-09-16,32.2833,-9.2333,26.7,20.4,0.0,28.5
Safi,2026-09-17,32.2833,-9.2333,24.7,18.8,0.0,19.6
Safi,2026-09-18,32.2833,-9.2333,25.8,18.3,0.0,23.7
Safi,2026-09-19,32.2833,-9.2333,31.2,19.1,0.0,18.8
Safi,2026-09-20,32.2833,-9.2333,37.2,22.5,0.0,20.6
Taourirt,2026-09-14,34.41,-2.89,31.5,19.2,0.0,24.5
Taourirt,2026-09-15,34.41,-2.89,32.2,18.9,0.0,23.6
Taourirt,2026-09-16,34.41,-2.89,34.0,18.4,0.0,23.4
Taourirt,2026-09-17,34.41,-2.89,29.9,19.8,0.0,26.2
Taourirt,2026-09-18,34.41,-2.89,29.0,18.5,0.0,26.8
Taourirt,2026-09-19,34.41,-2.89,31.7,18.7,0.0,17.7
Taourirt,2026-09-20,34.41,-2.89,31.7,19.9,0.0,21.8
Temara,2026-09-14,33.9234,-6.9076,33.4,22.9,0.0,11.0
Temara,2026-09-15,33.9234,-6.9076,27.6,21.1,0.0,13.2
Temara,2026-09-16,33.9234,-6.9076,25.6,20.3,0.0,15.9
Temara,2026-09-17,33.9234,-6.9076,25.7,18.5,0.0,12.4
Temara,2026-09-18,33.9234,-6.9076,26.4,16.4,0.0,14.8
Temara,2026-09-19,33.9234,-6.9076,25.8,17.5,0.0,12.6
Temara,2026-09-20,33.9234,-6.9076,29.3,20.7,0.0,13.8
Laâyoune,2026-09-14,27.15,-13.2,41.1,25.7,0.2,31.1
Laâyoune,2026-09-15,27.15,-13.2,40.2,25.9,0.0,27.8
Laâyoune,2026-09-16,27.15,-13.2,36.0,22.0,0.0,28.8
Laâyoune,2026-09-17,27.15,-13.2,28.8,21.5,0.0,28.5
Laâyoune,2026-09-18,27.15,-13.2,28.0,19.0,0.0,26.1
Laâyoune,2026-09-19,27.15,-13.2,29.0,18.3,0.0,20.8
Laâyoune,2026-09-20,27.15,-13.2,32.4,18.6,0.0,22.1
El Jadid,2026-09-14,33.2566,-8.5025,29.8,21.0,0.0,13.3
El Jadid,2026-09-15,33.2566,-8.5025,26.6,21.5,0.0,16.6
El Jadid,2026-09-16,33.2566,-8.5025,25.0,20.9,0.0,19.7
El Jadid,2026-09-17,33.2566,-8.5025,25.1,19.5,0.0,15.2
El Jadid,2026-09-18,33.2566,-8.5025,24.4,19.0,0.0,19.0
El Jadid,2026-09-19,33.2566,-8.5025,27.0,20.5,0.0,18.4
El Jadid,2026-09-20,33.2566,-8.5025,29.2,21.1,0.0,17.3
Ait Melloul,2026-09-14,30.3342,-9.4972,39.8,25.3,0.0,17.7
Ait Melloul,2026-09-15,30.3342,-9.4972,34.0,24.9,0.3,17.7
Ait Melloul,2026-09-16,30.3342,-9.4972,29.4,21.6,0.0,20.5
Ait Melloul,2026-09-17,30.3342,-9.4972,26.6,21.0,0.0,17.5
Ait Melloul,2026-09-18,30.3342,-9.4972,26.3,20.0,0.0,18.4
Ait Melloul,2026-09-19,30.3342,-9.4972,38.0,20.3,0.0,16.3
Ait Melloul,2026-09-20,30.3342,-9.4972,40.3,25.4,0.0,16.9
Béni Mellal,2026-09-14,32.3394,-6.3608,38.4,25.5,0.0,18.6
Béni Mellal,2026-09-15,32.3394,-6.3608,36.5,24.2,0.0,21.0
Béni Mellal,2026-09-16,32.3394,-6.3608,32.7,21.2,0.0,17.9
Béni Mellal,2026-09-17,32.3394,-6.3608,29.8,18.7,0.0,10.7
Béni Mellal,2026-09-18,32.3394,-6.3608,31.6,18.9,0.0,10.6
Béni Mellal,2026-09-19,32.3394,-6.3608,35.7,22.6,0.6,14.3
Béni Mellal,2026-09-20,32.3394,-6.3608,37.8,26.6,0.0,18.0
Bouskoura,2026-09-14,33.4489,-7.6486,37.0,24.1,0.0,15.5
Bouskoura,2026-09-15,33.4489,-7.6486,31.3,20.7,0.0,16.1
Bouskoura,2026-09-16,33.4489,-7.6486,26.8,19.6,0.0,17.5
Bouskoura,2026-09-17,33.4489,-7.6486,26.5,18.8,0.0,14.0
Bouskoura,2026-09-18,33.4489,-7.6486,27.3,16.8,0.0,17.7
Bouskoura,2026-09-19,33.4489,-7.6486,27.8,19.0,0.0,13.1
Bouskoura,2026-09-20,33.4489,-7.6486,30.9,20.3,0.0,13.3
Tiznit,2026-09-14,29.7,-9.7269,39.9,29.5,0.1,27.9
Tiznit,2026-09-15,29.7,-9.7269,36.0,27.3,0.0,20.0
Tiznit,2026-09-16,29.7,-9.7269,31.6,21.1,0.0,22.5
Tiznit,2026-09-17,29.7,-9.7269,24.2,19.4,0.0,23.2
Tiznit,2026-09-18,29.7,-9.7269,24.9,19.2,0.0,22.3
Tiznit,2026-09-19,29.7,-9.7269,28.4,19.4,0.0,15.6
Tiznit,2026-09-20,29.7,-9.7269,31.2,23.3,0.0,17.0
Mohammedia,2026-09-14,33.6833,-7.3833,31.3,22.4,0.0,11.3
Mohammedia,2026-09-15,33.6833,-7.3833,26.8,21.1,0.0,14.3
Mohammedia,2026-09-16,33.6833,-7.3833,25.3,20.7,0.0,16.7
Mohammedia,2026-09-17,33.6833,-7.3833,25.3,19.5,0.0,14.2
Mohammedia,2026-09-18,33.6833,-7.3833,25.0,17.1,0.0,15.9
Mohammedia,2026-09-19,33.6833,-7.3833,30.0,18.8,0.0,17.5
Mohammedia,2026-09-20,33.6833,-7.3833,33.6,21.2,0.0,19.1
Kouribga,2026-09-14,32.88,-6.9,37.5,22.1,0.0,27.2
Kouribga,2026-09-15,32.88,-6.9,34.8,21.0,0.0,25.2
Kouribga,2026-09-16,32.88,-6.9,31.6,17.3,0.0,21.6
Kouribga,2026-09-17,32.88,-6.9,28.3,13.7,0.0,18.4
Kouribga,2026-09-18,32.88,-6.9,29.9,14.3,0.0,17.4
Kouribga,2026-09-19,32.88,-6.9,33.4,17.4,0.3,11.6
Kouribga,2026-09-20,32.88,-6.9,35.8,19.1,0.0,22.3
Settat,2026-09-14,33.0023,-7.6198,39.8,23.7,0.0,23.3
Settat,2026-09-15,33.0023,-7.6198,35.6,21.8,0.0,23.8
Settat,2026-09-16,33.0023,-7.6198,29.7,18.8,0.0,20.4
Settat,2026-09-17,33.0023,-7.6198,27.1,17.1,0.0,16.6
Settat,2026-09-18,33.0023,-7.6198,30.0,15.7,0.0,18.2
Settat,2026-09-19,33.0023,-7.6198,34.4,16.8,0.0,18.7
Settat,2026-09-20,33.0023,-7.6198,37.2,21.7,0.3,24.3
Barrechid,2026-09-14,33.27,-7.5872,39.9,24.0,0.0,22.6
Barrechid,2026-09-15,33.27,-7.5872,34.8,20.7,0.0,21.7
Barrechid,2026-09-16,33.27,-7.5872,28.8,18.7,0.0,21.0
Barrechid,2026-09-17,33.27,-7.5872,27.3,17.7,0.0,16.8
Barrechid,2026-09-18,33.27,-7.5872,29.3,16.0,0.0,20.2
Barrechid,2026-09-19,33.27,-7.5872,33.0,18.0,0.0,19.9
Barrechid,2026-09-20,33.27,-7.5872,37.0,20.9,0.0,19.8
Ad Dakhla,2026-09-14,23.7167,-15.95,22.4,19.9,0.0,19.7
Ad Dakhla,2026-09-15,23.7167,-15.95,23.9,19.7,0.0,29.1
Ad Dakhla,2026-09-16,23.7167,-15.95,23.6,21.7,0.0,34.0
Ad Dakhla,2026-09-17,23.7167,-15.95,22.3,19.8,0.0,38.1
Ad Dakhla,2026-09-18,23.7167,-15.95,21.1,20.2,0.0,35.5
Ad Dakhla,2026-09-19,23.7167,-15.95,20.9,19.9,0.0,28.1
Ad Dakhla,2026-09-20,23.7167,-15.95,21.7,19.6,0.0,30.4
Nador,2026-09-14,35.1667,-2.9333,26.2,23.1,0.0,14.2
Nador,2026-09-15,35.1667,-2.9333,26.2,21.6,0.0,11.6
Nador,2026-09-16,35.1667,-2.9333,29.8,20.8,0.0,8.6
Nador,2026-09-17,35.1667,-2.9333,26.1,22.1,0.0,11.5
Nador,2026-09-18,35.1667,-2.9333,25.3,21.5,0.3,13.5
Nador,2026-09-19,35.1667,-2.9333,27.7,22.2,0.45,19.4
Nador,2026-09-20,35.1667,-2.9333,27.5,22.3,0.0,18.6
Taza,2026-09-14,34.2144,-4.0088,32.1,20.4,0.0,18.2
Taza,2026-09-15,34.2144,-4.0088,33.2,19.5,0.0,15.7
Taza,2026-09-16,34.2144,-4.0088,30.5,19.3,0.0,24.1
Taza,2026-09-17,34.2144,-4.0088,29.4,18.2,0.0,19.3
Taza,2026-09-18,34.2144,-4.0088,29.0,17.2,0.0,19.2
Taza,2026-09-19,34.2144,-4.0088,32.6,19.0,0.0,17.6
Taza,2026-09-20,34.2144,-4.0088,33.2,20.7,0.0,19.9
Inezgane,2026-09-14,30.3658,-9.5381,38.4,25.5,0.0,12.0
Inezgane,2026-09-15,30.3658,-9.5381,32.0,23.8,0.3,11.9
Inezgane,2026-09-16,30.3658,-9.5381,31.6,21.7,0.0,15.5
Inezgane,2026-09-17,30.3658,-9.5381,26.1,20.4,0.0,14.4
Inezgane,2026-09-18,30.3658,-9.5381,25.1,19.5,0.0,14.4
Inezgane,2026-09-19,30.3658,-9.5381,38.0,20.3,0.0,16.3
Inezgane,2026-09-20,30.3658,-9.5381,40.4,25.5,0.0,16.9
Larache,2026-09-14,35.1833,-6.15,35.9,21.5,0.0,13.1
Larache,2026-09-15,35.1833,-6.15,29.8,19.5,0.0,25.3
Larache,2026-09-16,35.1833,-6.15,26.7,18.7,0.0,18.1
Larache,2026-09-17,35.1833,-6.15,26.1,18.6,0.0,14.4
Larache,2026-09-18,35.1833,-6.15,27.4,15.3,0.0,16.8
Larache,2026-09-19,35.1833,-6.15,30.6,18.5,0.0,14.8
Larache,2026-09-20,35.1833,-6.15,36.0,20.0,0.0,18.2
Al Khmissat,2026-09-14,33.81,-6.06,39.1,23.2,0.0,18.9
Al Khmissat,2026-09-15,33.81,-6.06,35.3,20.8,0.0,18.9
Al Khmissat,2026-09-16,33.81,-6.06,30.9,18.1,0.0,18.4
Al Khmissat,2026-09-17,33.81,-6.06,27.9,16.2,0.0,14.1
Al Khmissat,2026-09-18,33.81,-6.06,30.4,14.8,0.0,18.1
Al Khmissat,2026-09-19,33.81,-6.06,35.3,18.1,0.0,13.3
Al Khmissat,2026-09-20,33.81,-6.06,38.1,19.2,0.0,21.2
Guelmim,2026-09-14,28.9833,-10.0667,38.5,26.8,0.3,21.8
Guelmim,2026-09-15,28.9833,-10.0667,37.7,24.4,0.0,21.7
Guelmim,2026-09-16,28.9833,-10.0667,37.4,19.9,0.0,33.4
Guelmim,2026-09-17,28.9833,-10.0667,24.8,18.6,0.0,26.2
Guelmim,2026-09-18,28.9833,-10.0667,27.3,18.7,0.0,22.4
Guelmim,2026-09-19,28.9833,-10.0667,30.7,18.9,0.0,23.7
Guelmim,2026-09-20,28.9833,-10.0667,36.7,20.7,0.0,20.9
Ksar El Kebir,2026-09-14,35.0,-5.9,39.0,24.4,0.0,17.1
Ksar El Kebir,2026-09-15,35.0,-5.9,35.4,20.8,0.0,22.7
Ksar El Kebir,2026-09-16,35.0,-5.9,29.9,20.7,0.0,15.9
Ksar El Kebir,2026-09-17,35.0,-5.9,27.5,19.9,0.0,11.2
Ksar El Kebir,2026-09-18,35.0,-5.9,30.9,16.4,0.0,18.1
Ksar El Kebir,2026-09-19,35.0,-5.9,36.5,18.4,0.0,18.7
Ksar El Kebir,2026-09-20,35.0,-5.9,39.6,21.8,0.0,14.0
Khénifra,2026-09-14,32.93,-5.66,37.0,19.8,0.0,15.6
Khénifra,2026-09-15,32.93,-5.66,34.9,19.7,0.0,20.9
Khénifra,2026-09-16,32.93,-5.66,31.6,16.3,0.0,19.2
Khénifra,2026-09-17,32.93,-5.66,30.4,16.1,0.0,18.5
Khénifra,2026-09-18,32.93,-5.66,32.7,14.7,0.0,20.9
Khénifra,2026-09-19,32.93,-5.66,33.8,19.9,0.0,13.2
Khénifra,2026-09-20,32.93,-5.66,36.2,20.3,0.0,10.2
Skhirate,2026-09-14,33.85,-7.03,30.6,22.3,0.0,11.0
Skhirate,2026-09-15,33.85,-7.03,26.1,20.9,0.0,14.7
Skhirate,2026-09-16,33.85,-7.03,24.8,20.6,0.0,16.9
Skhirate,2026-09-17,33.85,-7.03,24.8,19.0,0.0,13.2
Skhirate,2026-09-18,33.85,-7.03,24.6,16.7,0.0,16.8
Skhirate,2026-09-19,33.85,-7.03,25.9,17.7,0.0,12.6
Skhirate,2026-09-20,33.85,-7.03,29.4,20.8,0.0,13.8
Beni Yakhlef,2026-09-14,33.6555,-7.3221,36.0,23.2,0.0,16.5
Beni Yakhlef,2026-09-15,33.6555,-7.3221,29.8,20.2,0.0,18.5
Beni Yakhlef,2026-09-16,33.6555,-7.3221,26.5,19.4,0.0,20.4
Beni Yakhlef,2026-09-17,33.6555,-7.3221,26.6,18.5,0.0,16.4
Beni Yakhlef,2026-09-18,33.6555,-7.3221,27.0,15.6,0.0,20.6
Beni Yakhlef,2026-09-19,33.6555,-7.3221,29.5,18.2,0.0,17.5
Beni Yakhlef,2026-09-20,33.6555,-7.3221,33.1,20.7,0.0,19.1
Sidi Yahya Zaer,2026-09-14,33.7105,-6.8831,38.4,23.7,0.0,20.7
Sidi Yahya Zaer,2026-09-15,33.7105,-6.8831,32.1,20.3,0.0,21.1
