city,forecast_date,latitude,longitude,temperature_max,temperature_min,precipitation_sum,wind_speed_10m_max
Casablanca,2026-09-18,33.5992,-7.62,24.5,18.7,0.0,12.7
Casablanca,2026-09-19,33.5992,-7.62,26.8,19.7,0.0,11.9
Casablanca,2026-09-20,33.5992,-7.62,29.4,20.8,0.0,10.9
Casablanca,2026-09-21,33.5992,-7.62,29.4,20.9,0.0,10.9
Casablanca,2026-09-22,33.5992,-7.62,28.2,20.7,0.0,10.1
Casablanca,2026-09-23,33.5992,-7.62,29.1,19.9,0.0,12.6
Casablanca,2026-09-24,33.5992,-7.62,30.4,19.4,0.0,12.8
Tangier,2026-09-18,35.7767,-5.8039,27.9,18.3,0.0,22.3
Tangier,2026-09-19,35.7767,-5.8039,27.7,22.8,0.0,31.8
Tangier,2026-09-20,35.7767,-5.8039,28.3,23.9,0.0,30.6
Tangier,2026-09-21,35.7767,-5.8039,28.4,22.7,0.0,29.2
Tangier,2026-09-22,35.7767,-5.8039,28.1,21.4,0.0,25.0
Tangier,2026-09-23,35.7767,-5.8039,28.7,21.3,0.0,23.5
Tangier,2026-09-24,35.7767,-5.8039,29.7,22.6,0.0,21.7
Fès,2026-09-18,34.0433,-5.0033,31.8,17.4,0.0,10.0
Fès,2026-09-19,34.0433,-5.0033,33.9,21.1,0.0,18.9
Fès,2026-09-20,34.0433,-5.0033,35.0,22.0,0.0,15.0
Fès,2026-09-21,34.0433,-5.0033,33.7,22.0,0.0,13.3
Fès,2026-09-22,34.0433,-5.0033,33.7,20.6,0.0,10.9
Fès,2026-09-23,34.0433,-5.0033,34.9,19.8,0.0,8.7
Fès,2026-09-24,34.0433,-5.0033,36.0,21.5,0.0,9.6
Marrakech,2026-09-18,31.6295,-7.9811,31.7,17.9,0.0,6.5
Marrakech,2026-09-19,31.6295,-7.9811,36.5,21.2,0.1,9.6
Marrakech,2026-09-20,31.6295,-7.9811,37.2,22.6,0.6,13.0
Marrakech,2026-09-21,31.6295,-7.9811,37.4,22.9,0.0,16.4
Marrakech,2026-09-22,31.6295,-7.9811,36.5,21.0,0.0,13.9
Marrakech,2026-09-23,31.6295,-7.9811,35.9,19.7,0.0,12.9
Marrakech,2026-09-24,31.6295,-7.9811,36.7,20.8,0.0,13.3
Sale,2026-09-18,34.05,-6.8167,25.6,16.3,0.0,13.8
Sale,2026-09-19,34.05,-6.8167,30.5,17.5,0.0,13.2
Sale,2026-09-20,34.05,-6.8167,30.6,20.3,0.0,11.8
Sale,2026-09-21,34.05,-6.8167,29.9,20.6,0.0,11.9
Sale,2026-09-22,34.05,-6.8167,29.5,20.1,0.0,11.5
Sale,2026-09-23,34.05,-6.8167,27.4,19.1,0.0,12.6
Sale,2026-09-24,34.05,-6.8167,28.6,18.9,0.0,12.0
Meknès,2026-09-18,33.8833,-5.55,29.9,15.7,0.0,13.8
Meknès,2026-09-19,33.8833,-5.55,34.1,19.3,0.0,13.5
Meknès,2026-09-20,33.8833,-5.55,35.3,20.9,0.0,12.1
Meknès,2026-09-21,33.8833,-5.55,34.0,20.1,0.0,13.1
Meknès,2026-09-22,33.8833,-5.55,33.5,18.9,0.0,13.0
Meknès,2026-09-23,33.8833,-5.55,33.9,18.4,0.0,13.8
Meknès,2026-09-24,33.8833,-5.55,35.1,18.1,0.0,12.6
Rabat,2026-09-18,34.0211,-6.8414,25.7,16.4,0.0,13.8
Rabat,2026-09-19,34.0211,-6.8414,30.6,17.5,0.0,13.2
Rabat,2026-09-20,34.0211,-6.8414,30.7,20.3,0.0,11.8
Rabat,2026-09-21,34.0211,-6.8414,29.9,20.7,0.0,11.9
Rabat,2026-09-22,34.0211,-6.8414,29.5,20.2,0.0,11.5
Rabat,2026-09-23,34.0211,-6.8414,27.5,19.1,0.0,12.6
Rabat,2026-09-24,34.0211,-6.8414,28.6,18.9,0.0,12.0
Agadir,2026-09-18,30.4214,-9.5831,26.5,19.4,0.0,10.7
Agadir,2026-09-19,30.4214,-9.5831,26.0,20.5,0.0,12.6
Agadir,2026-09-20,30.4214,-9.5831,28.0,20.8,0.0,11.7
Agadir,2026-09-21,30.4214,-9.5831,32.5,21.9,0.0,9.7
Agadir,2026-09-22,30.4214,-9.5831,31.6,20.7,0.0,11.5
Agadir,2026-09-23,30.4214,-9.5831,32.9,20.3,0.0,13.9
Agadir,2026-09-24,30.4214,-9.5831,31.5,18.0,0.0,13.2
Kenitra,2026-09-18,34.25,-6.5833,27.1,15.6,0.0,14.4
Kenitra,2026-09-19,34.25,-6.5833,34.3,17.5,0.0,17.1
Kenitra,2026-09-20,34.25,-6.5833,36.0,20.7,0.0,13.8
Kenitra,2026-09-21,34.25,-6.5833,33.9,20.4,0.0,14.5
Kenitra,2026-09-22,34.25,-6.5833,32.2,19.2,0.0,12.7
Kenitra,2026-09-23,34.25,-6.5833,29.2,19.2,0.0,12.3
Kenitra,2026-09-24,34.25,-6.5833,29.7,17.8,0.0,12.5
Oujda-Angad,2026-09-18,34.6867,-1.9114,28.4,16.3,0.0,20.7
Oujda-Angad,2026-09-19,34.6867,-1.9114,29.8,19.4,1.7,15.6
Oujda-Angad,2026-09-20,34.6867,-1.9114,29.4,19.5,0.5,17.5
Oujda-Angad,2026-09-21,34.6867,-1.9114,26.6,18.3,0.1,19.4
Oujda-Angad,2026-09-22,34.6867,-1.9114,28.3,15.6,0.0,17.0
Oujda-Angad,2026-09-23,34.6867,-1.9114,30.8,14.2,0.0,19.6
Oujda-Angad,2026-09-24,34.6867,-1.9114,31.7,16.7,0.0,18.6
Tétouan,2026-09-18,35.5667,-5.3667,26.6,17.9,0.0,24.9
Tétouan,2026-09-19,35.5667,-5.3667,25.7,22.5,0.0,30.1
Tétouan,2026-09-20,35.5667,-5.3667,26.3,22.9,0.3,26.2
Tétouan,2026-09-21,35.5667,-5.3667,27.1,22.5,0.0,27.8
Tétouan,2026-09-22,35.5667,-5.3667,26.7,21.4,0.0,20.5
Tétouan,2026-09-23,35.5667,-5.3667,27.3,20.3,0.0,16.8
Tétouan,2026-09-24,35.5667,-5.3667,27.5,19.9,0.0,14.0
Safi,2026-09-18,32.2833,-9.2333,25.3,18.2,0.0,19.6
Safi,2026-09-19,32.2833,-9.2333,27.2,19.5,0.0,18.3
Safi,2026-09-20,32.2833,-9.2333,24.9,19.3,0.0,8.7
Safi,2026-09-21,32.2833,-9.2333,26.0,19.2,0.0,9.7
Safi,2026-09-22,32.2833,-9.2333,25.5,19.0,0.0,11.8
Safi,2026-09-23,32.2833,-9.2333,28.2,19.0,0.0,14.3
Safi,2026-09-24,32.2833,-9.2333,27.1,18.8,0.0,14.3
Taourirt,2026-09-18,34.41,-2.89,29.6,18.1,0.0,32.8
Taourirt,2026-09-19,34.41,-2.89,30.4,20.3,1.3,26.6
Taourirt,2026-09-20,34.41,-2.89,30.7,21.4,0.0,30.4
Taourirt,2026-09-21,34.41,-2.89,28.4,19.9,0.0,28.0
Taourirt,2026-09-22,34.41,-2.89,30.3,18.2,0.0,23.0
Taourirt,2026-09-23,34.41,-2.89,31.5,17.3,0.0,23.2
Taourirt,2026-09-24,34.41,-2.89,32.5,18.4,0.0,23.1
Temara,2026-09-18,33.9234,-6.9076,25.5,15.6,0.0,13.7
Temara,2026-09-19,33.9234,-6.9076,30.0,17.1,0.0,13.2
Temara,2026-09-20,33.9234,-6.9076,30.1,19.7,0.0,11.2
Temara,2026-09-21,33.9234,-6.9076,29.6,20.3,0.0,11.6
Temara,2026-09-22,33.9234,-6.9076,29.6,20.1,0.0,11.1
Temara,2026-09-23,33.9234,-6.9076,26.1,19.3,0.0,12.4
Temara,2026-09-24,33.9234,-6.9076,26.2,18.9,0.0,11.5
Laâyoune,2026-09-18,27.15,-13.2,28.0,19.8,0.1,29.3
Laâyoune,2026-09-19,27.15,-13.2,29.0,18.3,0.0,23.8
Laâyoune,2026-09-20,27.15,-13.2,32.2,18.6,0.0,18.9
Laâyoune,2026-09-21,27.15,-13.2,36.5,20.6,0.0,22.8
Laâyoune,2026-09-22,27.15,-13.2,35.6,21.4,0.0,26.8
Laâyoune,2026-09-23,27.15,-13.2,38.6,21.2,0.0,23.5
Laâyoune,2026-09-24,27.15,-13.2,39.6,23.3,0.0,26.0
El Jadid,2026-09-18,33.2566,-8.5025,24.1,19.3,0.0,17.8
El Jadid,2026-09-19,33.2566,-8.5025,25.5,20.5,0.0,16.3
El Jadid,2026-09-20,33.2566,-8.5025,27.5,20.9,0.0,13.1
El Jadid,2026-09-21,33.2566,-8.5025,27.4,21.4,0.0,13.7
El Jadid,2026-09-22,33.2566,-8.5025,25.9,20.5,0.0,12.8
El Jadid,2026-09-23,33.2566,-8.5025,27.7,21.1,0.0,14.4
El Jadid,2026-09-24,33.2566,-8.5025,27.8,20.5,0.0,14.7
Ait Melloul,2026-09-18,30.3342,-9.4972,26.1,19.3,0.0,16.8
Ait Melloul,2026-09-19,30.3342,-9.4972,25.8,20.0,0.0,19.8
Ait Melloul,2026-09-20,30.3342,-9.4972,26.4,20.1,0.0,18.0
Ait Melloul,2026-09-21,30.3342,-9.4972,34.1,20.9,0.0,16.9
Ait Melloul,2026-09-22,30.3342,-9.4972,28.9,20.1,0.0,18.4
Ait Melloul,2026-09-23,30.3342,-9.4972,33.1,19.5,0.0,13.9
Ait Melloul,2026-09-24,30.3342,-9.4972,31.7,18.3,0.0,13.2
Béni Mellal,2026-09-18,32.3394,-6.3608,31.2,18.6,0.0,8.3
Béni Mellal,2026-09-19,32.3394,-6.3608,35.1,22.8,0.0,21.0
Béni Mellal,2026-09-20,32.3394,-6.3608,36.2,24.9,0.1,22.4
Béni Mellal,2026-09-21,32.3394,-6.3608,34.6,24.4,0.0,18.7
Béni Mellal,2026-09-22,32.3394,-6.3608,34.4,23.1,0.0,16.6
Béni Mellal,2026-09-23,32.3394,-6.3608,35.8,22.4,0.0,18.0
Béni Mellal,2026-09-24,32.3394,-6.3608,36.7,24.7,0.0,17.9
Bouskoura,2026-09-18,33.4489,-7.6486,26.5,17.1,0.0,14.8
Bouskoura,2026-09-19,33.4489,-7.6486,30.1,18.6,0.0,14.6
Bouskoura,2026-09-20,33.4489,-7.6486,33.2,20.0,0.0,14.9
Bouskoura,2026-09-21,33.4489,-7.6486,33.4,20.1,0.0,15.9
Bouskoura,2026-09-22,33.4489,-7.6486,32.1,19.7,0.0,14.5
Bouskoura,2026-09-23,33.4489,-7.6486,28.8,18.7,0.0,12.6
Bouskoura,2026-09-24,33.4489,-7.6486,29.6,18.6,0.0,12.8
Tiznit,2026-09-18,29.7,-9.7269,25.5,18.8,0.0,18.2
Tiznit,2026-09-19,29.7,-9.7269,27.4,18.9,0.0,18.9
Tiznit,2026-09-20,29.7,-9.7269,29.4,20.0,0.0,10.5
Tiznit,2026-09-21,29.7,-9.7269,33.4,21.8,0.0,15.5
Tiznit,2026-09-22,29.7,-9.7269,31.0,22.5,0.0,15.6
Tiznit,2026-09-23,29.7,-9.7269,26.1,19.2,0.0,14.3
Tiznit,2026-09-24,29.7,-9.7269,25.1,17.3,0.0,13.6
Mohammedia,2026-09-18,33.6833,-7.3833,24.6,17.1,0.0,13.7
Mohammedia,2026-09-19,33.6833,-7.3833,26.9,17.8,0.0,13.0
Mohammedia,2026-09-20,33.6833,-7.3833,28.0,19.6,0.0,11.8
Mohammedia,2026-09-21,33.6833,-7.3833,27.7,20.2,0.0,12.9
Mohammedia,2026-09-22,33.6833,-7.3833,27.2,20.1,0.0,12.2
Mohammedia,2026-09-23,33.6833,-7.3833,30.7,19.5,0.0,16.6
Mohammedia,2026-09-24,33.6833,-7.3833,31.9,18.5,0.0,17.6
Kouribga,2026-09-18,32.88,-6.9,29.6,15.0,0.0,17.2
Kouribga,2026-09-19,32.88,-6.9,34.4,18.4,0.0,19.8
Kouribga,2026-09-20,32.88,-6.9,34.1,21.5,0.2,21.6
Kouribga,2026-09-21,32.88,-6.9,33.6,21.2,0.3,19.5
Kouribga,2026-09-22,32.88,-6.9,33.7,20.5,0.0,19.2
Kouribga,2026-09-23,32.88,-6.9,33.7,19.0,0.0,20.5
Kouribga,2026-09-24,32.88,-6.9,34.7,17.6,0.0,19.1
Settat,2026-09-18,33.0023,-7.6198,29.3,15.9,0.0,17.3
Settat,2026-09-19,33.0023,-7.6198,34.0,17.7,0.0,16.9
Settat,2026-09-20,33.0023,-7.6198,35.8,21.5,0.0,18.1
Settat,2026-09-21,33.0023,-7.6198,36.3,21.8,0.0,18.6
Settat,2026-09-22,33.0023,-7.6198,35.6,18.4,0.0,16.5
Settat,2026-09-23,33.0023,-7.6198,33.7,18.5,0.0,17.0
Settat,2026-09-24,33.0023,-7.6198,34.9,17.8,0.0,19.1
Barrechid,2026-09-18,33.27,-7.5872,28.9,15.8,0.0,17.7
Barrechid,2026-09-19,33.27,-7.5872,33.5,17.2,0.0,17.8
Barrechid,2026-09-20,33.27,-7.5872,35.8,19.5,0.0,20.0
Barrechid,2026-09-21,33.27,-7.5872,36.3,20.1,0.0,19.8
Barrechid,2026-09-22,33.27,-7.5872,34.8,18.4,0.0,18.1
Barrechid,2026-09-23,33.27,-7.5872,32.7,18.0,0.0,18.5
Barrechid,2026-09-24,33.27,-7.5872,33.5,18.0,0.0,20.9
Ad Dakhla,2026-09-18,23.7167,-15.95,21.3,20.5,0.0,35.9
Ad Dakhla,2026-09-19,23.7167,-15.95,21.2,19.9,0.0,29.2
Ad Dakhla,2026-09-20,23.7167,-15.95,21.6,19.5,0.0,28.2
Ad Dakhla,2026-09-21,23.7167,-15.95,21.6,20.3,0.0,29.6
Ad Dakhla,2026-09-22,23.7167,-15.95,22.0,20.4,0.0,31.3
Ad Dakhla,2026-09-23,23.7167,-15.95,22.1,20.2,0.0,29.0
Ad Dakhla,2026-09-24,23.7167,-15.95,23.0,20.5,0.0,22.9
Nador,2026-09-18,35.1667,-2.9333,25.1,21.8,2.5,17.1
Nador,2026-09-19,35.1667,-2.9333,25.2,22.7,5.0,22.4
Nador,2026-09-20,35.1667,-2.9333,25.7,22.9,5.1,22.3
Nador,2026-09-21,35.1667,-2.9333,26.2,23.2,0.3,17.8
Nador,2026-09-22,35.1667,-2.9333,25.8,21.1,0.0,12.5
Nador,2026-09-23,35.1667,-2.9333,26.6,19.7,0.0,15.5
Nador,2026-09-24,35.1667,-2.9333,27.2,16.6,0.0,14.6
Taza,2026-09-18,34.2144,-4.0088,29.2,17.4,0.0,19.5
Taza,2026-09-19,34.2144,-4.0088,29.3,19.5,0.5,34.6
Taza,2026-09-20,34.2144,-4.0088,29.5,20.6,0.0,20.8
Taza,2026-09-21,34.2144,-4.0088,28.3,20.1,0.0,19.9
Taza,2026-09-22,34.2144,-4.0088,29.9,17.6,0.0,17.3
Taza,2026-09-23,34.2144,-4.0088,32.0,17.7,0.0,17.1
Taza,2026-09-24,34.2144,-4.0088,32.6,17.3,0.0,17.5
Inezgane,2026-09-18,30.3658,-9.5381,24.8,19.0,0.0,11.7
Inezgane,2026-09-19,30.3658,-9.5381,24.5,19.8,0.0,14.4
Inezgane,2026-09-20,30.3658,-9.5381,25.6,19.7,0.0,13.5
Inezgane,2026-09-21,30.3658,-9.5381,30.1,20.3,0.0,11.9
Inezgane,2026-09-22,30.3658,-9.5381,27.9,19.0,0.0,12.6
Inezgane,2026-09-23,30.3658,-9.5381,33.2,19.0,0.0,13.9
Inezgane,2026-09-24,30.3658,-9.5381,31.8,18.3,0.0,13.2
Larache,2026-09-18,35.1833,-6.15,27.6,14.4,0.0,15.6
Larache,2026-09-19,35.1833,-6.15,35.1,18.6,0.0,20.1
Larache,2026-09-20,35.1833,-6.15,34.6,23.0,0.0,14.7
Larache,2026-09-21,35.1833,-6.15,32.5,22.6,0.0,12.7
Larache,2026-09-22,35.1833,-6.15,31.7,18.1,0.0,17.1
Larache,2026-09-23,35.1833,-6.15,30.8,18.8,0.0,13.8
Larache,2026-09-24,35.1833,-6.15,30.7,15.8,0.0,14.3
Al Khmissat,2026-09-18,33.81,-6.06,29.9,15.4,0.0,16.9
Al Khmissat,2026-09-19,33.81,-6.06,35.0,18.4,0.0,14.2
Al Khmissat,2026-09-20,33.81,-6.06,36.4,20.9,0.0,15.8
Al Khmissat,2026-09-21,33.81,-6.06,35.2,20.6,0.0,14.1
Al Khmissat,2026-09-22,33.81,-6.06,34.5,19.4,0.0,14.6
Al Khmissat,2026-09-23,33.81,-6.06,34.7,19.1,0.0,17.9
Al Khmissat,2026-09-24,33.81,-6.06,35.7,15.9,0.0,18.5
Guelmim,2026-09-18,28.9833,-10.0667,28.1,17.2,0.0,23.7
Guelmim,2026-09-19,28.9833,-10.0667,30.1,17.6,0.0,21.4
Guelmim,2026-09-20,28.9833,-10.0667,36.9,18.7,0.0,18.7
Guelmim,2026-09-21,28.9833,-10.0667,39.7,23.4,0.0,24.8
Guelmim,2026-09-22,28.9833,-10.0667,39.0,24.4,0.0,22.5
Guelmim,2026-09-23,28.9833,-10.0667,38.2,23.9,0.0,19.9
Guelmim,2026-09-24,28.9833,-10.0667,38.3,21.4,0.0,23.6
Ksar El Kebir,2026-09-18,35.0,-5.9,30.7,15.7,0.0,16.3
Ksar El Kebir,2026-09-19,35.0,-5.9,36.1,18.3,0.0,10.4
Ksar El Kebir,2026-09-20,35.0,-5.9,36.8,21.6,0.0,13.5
Ksar El Kebir,2026-09-21,35.0,-5.9,35.6,22.5,0.0,14.3
Ksar El Kebir,2026-09-22,35.0,-5.9,35.2,19.8,0.0,12.2
Ksar El Kebir,2026-09-23,35.0,-5.9,34.5,20.0,0.0,17.8
Ksar El Kebir,2026-09-24,35.0,-5.9,35.3,17.9,0.0,19.9
Khénifra,2026-09-18,32.93,-5.66,32.0,14.8,0.0,17.8
Khénifra,2026-09-19,32.93,-5.66,34.2,19.6,0.3,20.6
Khénifra,2026-09-20,32.93,-5.66,34.4,19.4,0.0,16.6
Khénifra,2026-09-21,32.93,-5.66,33.9,18.6,0.0,23.0
Khénifra,2026-09-22,32.93,-5.66,32.9,17.4,0.0,14.1
Khénifra,2026-09-23,32.93,-5.66,33.9,17.1,0.0,12.0
Khénifra,2026-09-24,32.93,-5.66,35.1,18.4,0.0,15.8
Skhirate,2026-09-18,33.85,-7.03,24.2,16.1,0.0,15.4
Skhirate,2026-09-19,33.85,-7.03,27.4,17.4,0.0,14.2
Skhirate,2026-09-20,33.85,-7.03,27.5,19.5,0.0,12.0
Skhirate,2026-09-21,33.85,-7.03,27.1,20.2,0.0,13.1
Skhirate,2026-09-22,33.85,-7.03,27.4,19.8,0.0,12.5
Skhirate,2026-09-23,33.85,-7.03,25.7,19.2,0.0,12.4
Skhirate,2026-09-24,33.85,-7.03,26.3,19.0,0.0,11.5
Beni Yakhlef,2026-09-18,33.6555,-7.3221,25.9,15.5,0.0,18.0
Beni Yakhlef,2026-09-19,33.6555,-7.3221,29.0,17.0,0.0,16.9
Beni Yakhlef,2026-09-20,33.6555,-7.3221,31.5,18.9,0.0,16.5
Beni Yakhlef,2026-09-21,33.6555,-7.3221,31.7,20.0,0.0,18.6
Beni Yakhlef,2026-09-22,33.6555,-7.3221,30.9,19.3,0.0,16.0
Beni Yakhlef,2026-09-23,33.6555,-7.3221,30.1,18.1,0.0,16.6
Beni Yakhlef,2026-09-24,33.6555,-7.3221,31.3,17.9,0.0,17.6
Sidi Yahya Zaer,2026-09-18,33.7105,-6.8831,27.4,14.9,0.0,17.9
Sidi Yahya Zaer,2026-09-19,33.7105,-6.8831,32.9,17.2,0.0,17.3
Sidi Yahya Zaer,2026-09-20,33.7105,-6.8831,34.0,19.7,0.0,18.7
Sidi Yahya Zaer,2026-09-21,33.7105,-6.8831,33.8,20.5,0.0,17.2
Sidi Yahya Zaer,2026-09-22,33.7105,-6.8831,33.3,19.6,0.0,17.1
Sidi Yahya Zaer,2026-09-23,33.7105,-6.8831,31.5,18.7,0.0,16.2
Sidi Yahya Zaer,2026-09-24,33.7105,-6.8831,32.4,16.5,0.0,15.6
Ben Guerir,2026-09-18,32.23,-7.95,29.9,16.2,0.0,13.0
Ben Guerir,2026-09-19,32.23,-7.95,35.0,20.2,0.0,17.0
Ben Guerir,2026-09-20,32.23,-7.95,35.6,23.3,0.0,17.3
Ben Guerir,2026-09-21,32.23,-7.95,37.2,23.4,0.0,19.5
Ben Guerir,2026-09-22,32.23,-7.95,35.8,21.0,0.0,14.6
Ben Guerir,2026-09-23,32.23,-7.95,35.0,18.8,0.0,20.3
Ben Guerir,2026-09-24,32.23,-7.95,36.1,19.0,0.0,22.2
Ait Ali,2026-09-18,30.1739,-9.4881,26.2,19.0,0.0,21.5
Ait Ali,2026-09-19,30.1739,-9.4881,26.3,19.6,0.0,20.9
Ait Ali,2026-09-20,30.1739,-9.4881,26.9,20.1,0.0,18.6
Ait Ali,2026-09-21,30.1739,-9.4881,33.8,21.2,0.0,20.9
Ait Ali,2026-09-22,30.1739,-9.4881,29.2,20.5,0.0,21.7
Ait Ali,2026-09-23,30.1739,-9.4881,28.4,19.9,0.0,18.4
Ait Ali,2026-09-24,30.1739,-9.4881,27.2,17.7,0.0,18.4
My Drarga,2026-09-18,30.3805,-9.4763,26.1,18.9,0.0,14.9
My Drarga,2026-09-19,30.3805,-9.4763,25.9,19.7,0.0,17.0
My Drarga,2026-09-20,30.3805,-9.4763,27.4,19.8,0.0,15.2
My Drarga,2026-09-21,30.3805,-9.4763,34.1,21.3,0.0,12.8
My Drarga,2026-09-22,30.3805,-9.4763,30.6,19.9,0.0,15.8
My Drarga,2026-09-23,30.3805,-9.4763,33.0,19.7,0.0,13.9
My Drarga,2026-09-24,30.3805,-9.4763,31.6,18.2,0.0,13.2
Lqoliaa,2026-09-18,30.2942,-9.4544,26.8,18.9,0.0,17.6
Lqoliaa,2026-09-19,30.2942,-9.4544,26.5,19.7,0.0,20.8
Lqoliaa,2026-09-20,30.2942,-9.4544,27.3,19.9,0.0,19.7
Lqoliaa,2026-09-21,30.2942,-9.4544,36.1,20.6,0.0,19.8
Lqoliaa,2026-09-22,30.2942,-9.4544,31.2,20.1,0.0,20.9
Lqoliaa,2026-09-23,30.2942,-9.4544,27.6,18.5,0.0,17.1
Lqoliaa,2026-09-24,30.2942,-9.4544,26.3,17.3,0.0,17.1
El Kelaa des Srarhna,2026-09-18,32.05,-7.4,31.2,17.7,0.0,12.2
El Kelaa des Srarhna,2026-09-19,32.05,-7.4,36.4,20.8,0.0,17.6
El Kelaa des Srarhna,2026-09-20,32.05,-7.4,37.3,23.0,0.2,17.2
El Kelaa des Srarhna,2026-09-21,32.05,-7.4,37.4,22.9,0.0,20.6
